1.000000000000000021e-03 9.993255955099999976e-01 9.994755192199999971e-01 9.995316620399999907e-01 9.995003964734353596e-01 9.995480776170299064e-01 9.995795643851329570e-01
1.010061519641926092e-03 9.993188758459677912e-01 9.994703063568446400e-01 9.995270178376459702e-01 9.994954042602267608e-01 9.995435647478287944e-01 9.995753680841154010e-01
1.020224273461356121e-03 9.993120899040766059e-01 9.994650423429752850e-01 9.995223282825914657e-01 9.994903622927695519e-01 9.995390069600547100e-01 9.995711300625932383e-01
1.030489280027957304e-03 9.993052370444127641e-01 9.994597266900013821e-01 9.995175929463284703e-01 9.994852700520816535e-01 9.995344037867968101e-01 9.995668498883262254e-01
1.040857568159751735e-03 9.992983166211688584e-01 9.994543589051498866e-01 9.995128113965999761e-01 9.994801270192209541e-01 9.995297547611325939e-01 9.995625271290550229e-01
1.051330177026238563e-03 9.992913279825954564e-01 9.994489384912311758e-01 9.995079831973734397e-01 9.994749326752309093e-01 9.995250594161808610e-01 9.995581613525329479e-01
1.061908156252536596e-03 9.992842704709531398e-01 9.994434649466065190e-01 9.995031079088149140e-01 9.994696865012121512e-01 9.995203172850615214e-01 9.995537521265549508e-01
1.072592566024593115e-03 9.992771434224627658e-01 9.994379377651533281e-01 9.994981850872616258e-01 9.994643879782491025e-01 9.995155279009012572e-01 9.995492990189009941e-01
1.083384477195432211e-03 9.992699461672571726e-01 9.994323564362327383e-01 9.994932142851968848e-01 9.994590365874738147e-01 9.995106907968652754e-01 9.995448015973744660e-01
1.094284971392491890e-03 9.992626780293314415e-01 9.994267204446549702e-01 9.994881950512225499e-01 9.994536318100193384e-01 9.995058055061150082e-01 9.995402594298005150e-01
1.105295141126022172e-03 9.992553383264936029e-01 9.994210292706453558e-01 9.994831269300330501e-01 9.994481731270465907e-01 9.995008715618276529e-01 9.995356720839961850e-01
1.116416089898585821e-03 9.992479263703143433e-01 9.994152823898110327e-01 9.994780094623889610e-01 9.994426600197321431e-01 9.994958884972137136e-01 9.995310391278102724e-01
1.127648932315662798e-03 9.992404414660777112e-01 9.994094792731057497e-01 9.994728421850900268e-01 9.994370919692698862e-01 9.994908558454864700e-01 9.995263601291096700e-01
1.138994794197352792e-03 9.992328829127300471e-01 9.994036193867970042e-01 9.994676246309490697e-01 9.994314684568915697e-01 9.994857731398874012e-01 9.995216346557662668e-01
1.150454812691220933e-03 9.992252500028295792e-01 9.993977021924305149e-01 9.994623563287655665e-01 9.994257889638304970e-01 9.994806399136536568e-01 9.995168622756551713e-01
1.162030136386260886e-03 9.992175420224961302e-01 9.993917271467965824e-01 9.994570368032985597e-01 9.994200529713451742e-01 9.994754557000573580e-01 9.995120425566864641e-01
1.173721925428021290e-03 9.992097582513593812e-01 9.993856937018955611e-01 9.994516655752412326e-01 9.994142599607162003e-01 9.994702200323929420e-01 9.995071750667932076e-01
1.185531351634873430e-03 9.992018979625078012e-01 9.993796013049026650e-01 9.994462421611933767e-01 9.994084094132665852e-01 9.994649324439549565e-01 9.995022593738860373e-01
1.197459598615466985e-03 9.991939604224377991e-01 9.993734493981344391e-01 9.994407660736354115e-01 9.994025008102996877e-01 9.994595924680618193e-01 9.994972950459208860e-01
1.209507861887349541e-03 9.991859448910004327e-01 9.993672374190131213e-01 9.994352368209025173e-01 9.993965336320183024e-01 9.994541996370300829e-01 9.994922816499277607e-01
1.221677348996791758e-03 9.991778506213511157e-01 9.993609648000325585e-01 9.994296539071569896e-01 9.993905073071785994e-01 9.994487534374906224e-01 9.994872187112209261e-01
1.233969279639819238e-03 9.991696768598966605e-01 9.993546309687229012e-01 9.994240168323633711e-01 9.993844211937135125e-01 9.994432532931823987e-01 9.994821056977113427e-01
1.246384885784447430e-03 9.991614228462426528e-01 9.993482353476162983e-01 9.994183250922612505e-01 9.993782746444489495e-01 9.994376986233043381e-01 9.994769420731579590e-01
1.258925411794167490e-03 9.991530878131410498e-01 9.993417773542114801e-01 9.994125781783395057e-01 9.993720670122340222e-01 9.994320888470745734e-01 9.994717273013117298e-01
1.271592114552653162e-03 9.991446709864374442e-01 9.993352564009394534e-01 9.994067755778098805e-01 9.993657976499371598e-01 9.994264233837198974e-01 9.994664608459771227e-01
1.284386263589742906e-03 9.991361715850182179e-01 9.993286718951275294e-01 9.994009167735811161e-01 9.993594659104482192e-01 9.994207016524992993e-01 9.994611421709549415e-01
